# source, target, weight, layer
254,275,1,2
254,277,1,2
254,285,1,2
254,323,1,2
255,261,1,2
255,266,1,2
255,288,1,2
255,292,1,2
255,293,1,2
255,346,1,2
255,355,1,2
255,304,1,3
260,309,1,2
260,346,1,2
260,400,1,2
264,385,1,26
266,269,1,10
267,285,1,2
268,291,1,35
274,302,1,27
275,288,1,2
275,293,1,2
277,288,1,10
279,301,1,26
279,382,1,26
281,359,1,26
281,368,1,26
281,317,1,27
282,359,1,26
282,396,1,26
283,368,1,26
283,382,1,26
284,336,1,35
284,356,1,35
290,291,1,35
292,313,1,2
292,347,1,2
292,433,1,2
297,359,1,26
301,357,1,26
304,333,1,2
304,426,1,2
304,307,1,3
304,313,1,3
304,354,1,3
304,357,1,3
304,344,1,15
305,344,1,15
306,317,1,27
307,308,1,15
307,344,1,15
307,350,1,15
307,358,1,15
308,344,1,15
311,347,1,2
313,343,1,2
313,355,1,2
317,407,1,26
317,318,1,27
317,332,1,27
317,388,1,27
318,343,1,2
324,383,1,26
327,358,1,15
327,352,1,26
332,350,1,15
336,372,1,35
343,361,1,2
343,344,1,15
343,350,1,15
344,350,1,15
350,352,1,15
350,358,1,15
350,361,1,15
350,363,1,15
350,371,1,15
350,390,1,15
350,411,1,15
358,363,1,15
359,380,1,26
359,385,1,26
359,387,1,26
359,391,1,26
359,393,1,26
359,439,1,26
368,385,1,26
372,378,1,35
380,382,1,26
383,396,1,26
385,413,1,26
409,420,1,30
435,444,1,26
442,446,1,19
